customer_id,full_name,phone_number,city,registration_date
101,Customer_101,218987102926,Misrata,2025-11-21 14:22:56.648453
102,Customer_102,218911736034,Misrata,2025-12-27 14:22:56.648455
103,Customer_103,218942886277,Sabha,2025-06-11 14:22:56.648457
104,Customer_104,218997978977,Misrata,2025-10-22 14:22:56.648458
105,Customer_105,218910326262,Misrata,2026-01-07 14:22:56.648460
106,Customer_106,218999790827,Misrata,2025-12-17 14:22:56.648469
107,Customer_107,218912441601,Misrata,2025-03-26 14:22:56.648472
108,Customer_108,218972838417,Sabha,2025-09-07 14:22:56.648474
109,Customer_109,218939783027,Benghazi,2025-09-12 14:22:56.648476
110,Customer_110,218967067395,Tripoli,2025-11-24 14:22:56.648479
111,Customer_111,218978691825,Sabha,2025-10-07 14:22:56.648480
112,Customer_112,218912799455,Benghazi,2025-10-16 14:22:56.648482
113,Customer_113,218916266780,Sabha,2025-06-21 14:22:56.648484
114,Customer_114,218999225458,Misrata,2025-05-08 14:22:56.648486
115,Customer_115,218959025011,Benghazi,2025-03-29 14:22:56.648487
116,Customer_116,218950210381,Sabha,2026-01-13 14:22:56.648490
117,Customer_117,218920021983,Misrata,2025-12-31 14:22:56.648491
118,Customer_118,218911270690,Misrata,2025-11-30 14:22:56.648493
119,Customer_119,218926179027,Tripoli,2025-04-10 14:22:56.648495
120,Customer_120,218956642706,Tripoli,2026-01-02 14:22:56.648496
121,Customer_121,218957053110,Benghazi,2025-10-30 14:22:56.648498
122,Customer_122,218916081345,Misrata,2025-10-28 14:22:56.648500
123,Customer_123,218970232825,Benghazi,2025-10-03 14:22:56.648502
124,Customer_124,218930436497,Benghazi,2025-05-17 14:22:56.648503
125,Customer_125,218922776501,Benghazi,2025-08-21 14:22:56.648505
126,Customer_126,218911730753,Sabha,2025-11-12 14:22:56.648507
127,Customer_127,218967685226,Tripoli,2026-01-28 14:22:56.648509
128,Customer_128,218970062979,Sabha,2025-04-11 14:22:56.648512
129,Customer_129,218963862541,Benghazi,2025-03-30 14:22:56.648514
130,Customer_130,218916737709,Sabha,2025-11-28 14:22:56.648516
131,Customer_131,218912076117,Benghazi,2025-09-04 14:22:56.648518
132,Customer_132,218947317526,Tripoli,2025-05-27 14:22:56.648521
133,Customer_133,218928990135,Tripoli,2025-10-25 14:22:56.648522
134,Customer_134,218918817696,Misrata,2025-11-09 14:22:56.648524
135,Customer_135,218961737266,Tripoli,2025-06-18 14:22:56.648526
136,Customer_136,218994069724,Sabha,2025-03-09 14:22:56.648527
137,Customer_137,218917868269,Tripoli,2025-11-25 14:22:56.648529
138,Customer_138,218921778339,Benghazi,2025-10-05 14:22:56.648531
139,Customer_139,218942408005,Tripoli,2025-07-28 14:22:56.648532
140,Customer_140,218934033361,Sabha,2025-05-25 14:22:56.648534
141,Customer_141,218991652596,Benghazi,2025-03-25 14:22:56.648536
142,Customer_142,218954578882,Misrata,2026-02-26 14:22:56.648537
143,Customer_143,218995142627,Benghazi,2025-07-08 14:22:56.648539
144,Customer_144,218944239016,Misrata,2025-05-19 14:22:56.648541
145,Customer_145,218957297140,Sabha,2025-08-28 14:22:56.648543
146,Customer_146,218978825054,Misrata,2025-06-21 14:22:56.648545
147,Customer_147,218978638788,Tripoli,2025-10-16 14:22:56.648547
148,Customer_148,218994886521,Sabha,2026-01-02 14:22:56.648549
149,Customer_149,218913241100,Misrata,2025-09-09 14:22:56.648552
150,Customer_150,218983893856,Tripoli,2025-05-24 14:22:56.648554
151,Customer_151,218944321219,Tripoli,2025-03-16 14:22:56.648556
152,Customer_152,218918337517,Misrata,2026-01-15 14:22:56.648558
153,Customer_153,218982361530,Tripoli,2025-11-06 14:22:56.648560
154,Customer_154,218924251917,Misrata,2025-03-06 14:22:56.648561
155,Customer_155,218943438646,Sabha,2026-02-26 14:22:56.648563
156,Customer_156,218967156720,Sabha,2025-08-16 14:22:56.648565
157,Customer_157,218986482382,Benghazi,2025-08-03 14:22:56.648566
158,Customer_158,218947440036,Tripoli,2026-01-04 14:22:56.648568
159,Customer_159,218989604320,Benghazi,2025-07-11 14:22:56.648570
160,Customer_160,218970188819,Tripoli,2026-02-08 14:22:56.648572
161,Customer_161,218986552764,Misrata,2025-10-09 14:22:56.648574
162,Customer_162,218922014129,Sabha,2026-01-16 14:22:56.648575
163,Customer_163,218980966406,Benghazi,2025-05-29 14:22:56.648577
164,Customer_164,218930460610,Tripoli,2026-02-15 14:22:56.648579
165,Customer_165,218932348315,Misrata,2025-10-17 14:22:56.648581
166,Customer_166,218987943867,Benghazi,2025-12-10 14:22:56.648582
167,Customer_167,218911495868,Misrata,2025-09-26 14:22:56.648584
168,Customer_168,218980713171,Misrata,2025-07-28 14:22:56.648586
169,Customer_169,218991694665,Benghazi,2026-02-16 14:22:56.648588
170,Customer_170,218922512577,Sabha,2025-09-27 14:22:56.648589
171,Customer_171,218970330927,Benghazi,2025-05-15 14:22:56.648592
172,Customer_172,218999940362,Tripoli,2025-12-22 14:22:56.648593
173,Customer_173,218918714584,Tripoli,2025-03-17 14:22:56.648595
174,Customer_174,218952039909,Benghazi,2026-02-10 14:22:56.648601
175,Customer_175,218975322075,Tripoli,2025-05-02 14:22:56.648603
176,Customer_176,218994041921,Sabha,2025-12-13 14:22:56.648604
177,Customer_177,218911546002,Tripoli,2025-08-04 14:22:56.648606
178,Customer_178,218991794234,Benghazi,2025-03-02 14:22:56.648608
179,Customer_179,218950278929,Sabha,2025-04-03 14:22:56.648610
180,Customer_180,218949388725,Benghazi,2025-11-21 14:22:56.648612
181,Customer_181,218945003645,Tripoli,2025-09-02 14:22:56.648613
182,Customer_182,218991269680,Sabha,2025-12-12 14:22:56.648616
183,Customer_183,218992778527,Tripoli,2025-09-28 14:22:56.648617
184,Customer_184,218941975148,Benghazi,2025-03-21 14:22:56.648619
185,Customer_185,218991648392,Misrata,2025-03-23 14:22:56.648621
186,Customer_186,218980252364,Tripoli,2025-04-22 14:22:56.648622
187,Customer_187,218928296971,Misrata,2025-05-20 14:22:56.648624
188,Customer_188,218983656942,Tripoli,2025-10-06 14:22:56.648626
189,Customer_189,218914533269,Misrata,2026-01-17 14:22:56.648628
190,Customer_190,218983558595,Tripoli,2025-04-23 14:22:56.648630
191,Customer_191,218951205428,Tripoli,2025-06-03 14:22:56.648632
192,Customer_192,218937867983,Tripoli,2026-01-16 14:22:56.648634
193,Customer_193,218934370881,Benghazi,2025-05-25 14:22:56.648637
194,Customer_194,218945179970,Sabha,2025-03-08 14:22:56.648640
195,Customer_195,218971186113,Misrata,2026-02-25 14:22:56.648642
196,Customer_196,218955980975,Sabha,2025-09-24 14:22:56.648644
197,Customer_197,218957041523,Benghazi,2025-05-17 14:22:56.648645
198,Customer_198,218937351880,Tripoli,2025-09-24 14:22:56.648647
199,Customer_199,218971287959,Tripoli,2025-11-15 14:22:56.648648
200,Customer_200,218917226065,Benghazi,2026-02-11 14:22:56.648650
